image,emotion,text,source,split
"Invincible, Vol. 1.pdf_p0792_panel_3.jpg",neutral,"Rell ool Weel leteeeleel Bsanen

Poe tT tt

NO,

YOU PRESS LIKE A
BAT AND YOUR NAME
IS--I MEAN, DON’T
YOU THINK THAT’S ,

KINDPALAZY? @

NEVER
MIND--I'/VeE

CONVERSATION

|
XQ

rintf

 

ONCE TOPAY.

 

 

 

     

      

amm {",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0898_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0358_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0046_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0420_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0130_panel_1.jpg",fear,"WELL... WE'VE
GOT TEN MINUTES
TO GET WHERE
We NEED TO Be.

 
 
 
     

   
    
    
 
   
   
   

  

WHERE IS IT WE'RE
THAT WE NEED SUPPOSED TO
TO BE? MEET HER AT
THE ADMISSIONS
OFFICE... WHICH
IS THIS WAY...

I THINK,",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1015_panel_1.jpg",disgust,"SO... THIS IS YOUR ae
LAST CHANCE TO Oe
SURRENPER.

I
SUGGEST
You JAKE",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0689_panel_9.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0317_panel_0.jpg",sadness,"Tt

U

KEEPING THEM .

HERE WOULD BEA \f

DEATH SENTENCE.
HOPEFULLY THEY’VE
LEARNED THEIR
LESSON.

 

MOE ZAP OA .,) yy’ I’M
Sie i acne

YEE \L NEW GUY.

lt Det",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0892_panel_2.jpg",neutral,"OUR BEST GUYS ARE * BUT H

GOING TO WORK ON REMEMBER.
HIM--RESTORE HIM.
WHEN WE’RE DONE...

YOU WON’T BE ABLE

TO TELL ANYTHING

WAS EVER DONE
%",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0182_panel_3.jpg",anger,"PLEASE CONTINUE...

WE DO NOT WISH
TO CAUSE A

SCENE.

   
   
   
   
  
   
     

  

WE ARE
HERE TO PAY OUR
RESVECTS TO A WORTHY
APVERSARY. NOTHING
MORE, We WILL NOT
INTERFERE WITH THE
PROCEEDINGS.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0833_panel_3.jpg",anger,"THEN I

HINK BACK

UT THAT LOOK
Ve'S FACE...

ONE FROM THE
URE... WHEN

 

TOLD ME SHE §

OVED ME.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0432_panel_0.jpg",surprise,"OH CRAP!

WHERE DID

I WAS
GONE FOR
TWO SECONDS!
WHAT COULD
HAVE--2!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0944_panel_4.jpg",neutral,"nee | EVEKYONG-- Faas
3 my, Close TO
ME--",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0008_panel_3.jpg",neutral,"NO, HE’S
HAD ALOT OF
TROUBLE AT WORK,

LATELY. IT JUST WISH
I KNEW WHERE HE WAS.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0281_panel_0.jpg",neutral,"i !

WES

ae: RA SAL vA
Free eA

»
\i

Hy
sf

BE
par
A kd

A N aM .

. Oy it An ba lO ! ane Min

; Ni AN A SoS Rare 6 Tor

deny OOH Se |
(UA.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0582_panel_1.jpg",anger,"YOU THINK
I CAN'T HURT
YOU?! YOU THIN

READY FOR
WHAT'S COMING.
I PROMISE YOU

I’VE BEEN

A Ay t |

YOU’VE GOT
Kip--Give It
TO US! DON’T

\ CHALLENGE!
. A

a

F A we

)
)) r
i a

oe Bd
ae
tf
™/™

y A

QUICKLY--
BEFORE HE

NOW! ALL AT ¢
ONCE!! DON’T
GIVE HIM TIME
TO FIGHT be

satay

/

eRe",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0227_panel_9.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1083_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0172_panel_2.jpg",fear,"DO YOU THINK
SAMSON WAS
CAPABLE OF
SOMETHING LIKE
THIS

AT ALL. HE WASN’T
POWERFUL ENOUGH TO
TAKE ON ANY OF THE

 

GUARDIANS ALONE WHEN
HE HAP HIS POWERS.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0638_panel_3.jpg",neutral,"MV WV Nee

gyeus |

fy

Xf

Y]
ME
x",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0322_panel_1.jpg",surprise,"OH, MARK... I
DION’T KNOW

YOM yaar

YOU BEEN
OKAY 4",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0783_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0062_panel_0.jpg",fear,"AS YOU GET
OLPER ANP YOUR
POWERS INCREASE,
YOU SHOULD BE

   

$0... |S THAT
GOING TO COME
NATURALLY OR
AM I GOING TO

   
     
     
     
  

     
       
  

 
  
     
 

HAVE TO ABLE TO FLY

PRACTICE? I FASTER. TO BE

MEAN, I COULD HONEST, I
BARELY KEEP & DON’T KNOW HOW ALL
UP WITH YOU THIS IS GOING TO WORK.
ON THE WAY YOU MAY NEVER GET

    
  

  
 
 

HERE!

  

    

AS POWERFUL °8¢ aaa",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0607_panel_0.jpg",neutral,"HAVEN’T SEEN YOU IN ina OH--HEY. YEAH--I/M ES
HERE FOR ALONG TIME-~ hf Sot {} AT UPSTATE UNIVERSITY \S
YOU USED TO COME | a | .
ERY WEEK.

(ep magene

MP 2. t_ st

Ft a
Oh al

(_{ /§

fot on.)
‘aan. ie - \F2 ae
- eae , C
\",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0814_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0192_panel_4.jpg",neutral,"ONES
y ow bw
‘ ne (Et

Lf Me, {"" PS {~ nN
Ns TF NN",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0665_panel_8.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0125_panel_2.jpg",surprise,"YEP.
HE’S GOING TO
Be HERE ANY
MINUTE!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0725_panel_3.jpg",neutral,"THEN I
SUPPOSE WE
SHOULD GET

BACK TO

WORK.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0396_panel_1.jpg",anger,"OH, NOTHING. THE,
UH, THE MANAGER IS A
HUGE JERK. IT’S JUST
UNCOMFORTABLE
TO GO IN THERE.

YOU KNOW
I WORKEP
THERE FOR FIVE
MONTHS...",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0794_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0448_panel_0.jpg",anger,"7} DON’T SWEAT IT--
fF IT’S NOT A BIG DEAL.
BUT--IT’S NOT LI

T",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0997_panel_9.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0760_panel_3.jpg",neutral,"AVES INTO
A COFFEE
REAM AND
zg. HOW’S
WORK?

f",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0749_panel_2.jpg",neutral,"” GOOD MORNING.
LISTEN, YOU REALLY
SHOULD STOP LOCKING
YOUR WINDOW. I’M
GOING TO GET SPOTTED
OUT THERE WAITING FOR
YOU TO OVEN IT
ONE DAY.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0817_panel_2.jpg",surprise,"BUT Tre PHONE CALL-—
WHAT WAS THAT ABOUT
SOMETHING HAD TO HAVE
HAPPENED COMETHING' S
GOING ON.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0119_panel_1.jpg",neutral,"I’ve

GOT SCHOOL
TOMORROW ANP
I’M BEAT... I'M

GOING TO GO",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1070_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1035_panel_4.jpg",neutral,"FAILED MY
COURSE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0357_panel_2.jpg",sadness,"LM SOKKY
YOU MISSED
YOUR
FLIGHT.

On, > NOT
A BIG DEAL. I LEFT
A MESSAGE
FOR MY SON. HE’LL
BE HERE AS SOON
AS HE GETS IT.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1078_panel_1.jpg",surprise,"IS IT
SOMETHING
{ BIG? YOU NEED",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1114_panel_0.jpg",neutral,"Since first breaking in as the writer of his self-published Battle Pope, ROBERT KIRKMAN
has been a strident proponent of creator-owned comics. Making his home at Image Comics
early on, Kirkman is the creator and co-creator of some of the company’s most beloved
titles, including Invincible, The Walking Dead and The Astounding Wolf-Man. Based on the
strength of his creator-owned properties, the writer was offered work at Marvel Comics,
where he worked on popular characters such as the X-Men and Fantastic Four, while
launching the fan-favorite The Irredeemable Ant-Man and Destroyer MAX. More recently,
Kirkman has committed himself fully to creator-owned work, continuing his ongoing titles
and also acting as writer on new series Thief of Thieves under his Skybound imprint at
image.

The co-creator of Invincible. CORY WALKER was also the series’ original artist, drawing
issues #1-7 and setting the tone for the title. Since then, the talented artist has performed
art duties on numerous titles at both Marvel and DC Comics, including issues of Marvel
Team-Up, The Irredeemable Ant-Man, Punisher War Journal, and Shadowpact in addition
to acting as sole artist on the critically acclaimed Destroyer MAX, alongside writer and
Invincible co-creator Robert Kirkman. Walker has never forgotten his creation however,
and has contributed frequent guest spots on Invincible issues, covers and back-ups.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0228_panel_3.jpg",surprise,"SHEESH, WHAT

GIVES? YOU’VE

BEEN ALL OVER

THE PLACE ALL

THIS WEEK. I’Ve

BARELY SEEN
YOU.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0161_panel_3.jpg",neutral,"’S

SUCCESSOR FOR
4 REASON.

z
te
220
ga:
“s
224;
Sonu
42
a)
wo
>

AS MY FRIEND",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1002_panel_1.jpg",neutral,"err

r'M
Nese

f",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0012_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0646_panel_3.jpg",neutral,"Va Ue oe

THEIR ELDERS ARE THE
RULING CLASS. THE ELDEST

KNOWN MEMBER OF THE
SPECIES IS CROWNED RULER

OF THE ENTIRE PLANET.

THEY CYCLED
THROUGH LEADERS
AT AVERY RAPID
PACE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0676_panel_2.jpg",neutral,"WHAT WILL
YOU PO NOW Z
HOW WILL YOU

PROTECT

US?",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0355_panel_0.jpg",neutral,"| BACK,
MONSTER!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0774_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0621_panel_4.jpg",anger,"fe AKE NOT FULLY
AWARE OF YOUR
CUSTOMS AND
BEHAVIOR. WE
WERE NOT SURE
AOW YOU WOULD
REACT.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0410_panel_3.jpg",neutral,"OL’ SECRET
IDENTITY.

Ww
x
te
Zz
So
x
0
=)
So

w
wW
sy",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0298_panel_1.jpg",anger,"YEAH... TO SAY THE LEAST. IT’S
PUBLIC KNOWLEDGE THAT YOU WERE
THE SON OF OMNI-MAN. NOW THE
PUBLIC SEES YOU AND OMNI-MAN IN
A KNOCK-DOWN, PRAG-OUT BRAWL
THAT RESULTED IN THOUSANDS
OF LOST LIVES, AND OVER

TWICE AS MANY C
INJURIES.
NOBOPY LBA

  
 
  
      

KNOWS WHY,
THOUGH. NOBODY KNOWS
YOU WERE PROTECTING

THIS PLANET FROM
YOUR FATHER. NOBODY
KNOWS THAT YOU Were
RISKING YOUR LIFE FoR
THE GOOD OF
US ALL.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0216_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0524_panel_7.jpg",fear,"IF THAT IS YOUK WISH.
I WOULD Be HAPPY

  

YOU WOULD
STILL BE ABLE TO
TURN INTO YOUR

MONSTER FORM IF
YOU WERE IN ANY DAN-
GER IN THE SUIT--IF
THINGS GOT BAP--YOU
COULD CHANGE--BUT

 
    
   
  
 

POWERS MUCH
' LESS.

 

IT’S THE
ONLY SOLUTION
I CAN COME
UP WITH--
CONSIDERING

CECIL DENIED
YOU A LEAVE OF
ABSENCE, ,",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0976_panel_3.jpg",neutral,"(\.
W
z
9

OKAY --

ey «WHO'S READY

=
w
tw
Ww
<
tw
o
u",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0308_panel_1.jpg",neutral,"Sd...
YOU'RE A
VILTRUMITE?

     
  
      
   
 
    
   

 
 

: BUT
YOU DON’T
WORK FOR
THEM... AND
YOUR PAD
LEFT. HE
JUST",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1057_panel_5.jpg",neutral,"TEACHING MY
BROTHER
ALL KINDS OF |",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0568_panel_3.jpg",neutral,"OKAY --SORRY.
JUST, UH... LET
ME GET MY
CLOTHES

ON.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0013_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0829_panel_4.jpg",anger,"FRAID THAT'S
ENTIAL, SON.
HAVE TO WAIT
E IT IN ACTION
KE EVERYONE
ELSE.

      

  
  

THIS
CLIENT IS

VE
PARTICULAR. 4",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0007_panel_3.jpg",anger,"WeLL, YOU
NEED TO STOP
READING THAT

COMIC BOOK ANP
START GETTING
READY.

YOU’RE

GOING TO
Be LATE FOR
SCHOOL!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0131_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0809_panel_3.jpg",neutral,"YOU’RE
SCREWED.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0916_panel_2.jpg",joy,"g. me.

 

a /
ad

t
_—

= yf
ae
!

aah

 

 

>
SK:
j
= , ¢ ;
I-31

LIZARD!

WW
i
Q
~
\",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0762_panel_2.jpg",neutral,"YOU THINK He
REALLY CHANGED
HIS WAYS? YOUR
DAD, I MEAN. OR
PO YOU THINK HE
LIED TO YOU TO
GET YOU TO HELP
HIM?",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0521_panel_9.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0217_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0401_panel_5.jpg",anger,"HAD ASSUMEP
2 FREEDOM WOULD
NOUGH, BUT I CAN
AYS THREATEN TO
AVE YOU IN THIS
NSION IF YOU NEED
PED INCENTIVE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0433_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0210_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1100_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0118_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1090_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0624_panel_3.jpg",neutral,"NO--I/M NOT. N
PLEASE, GIVE wie, A
MINUTE OF PEACE So T

CAN TELL MY GiRL-
FRIEND WHAT'S GOING
ON. I DON’T HAVE
MUCH TIME.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0965_panel_0.jpg",neutral,"ITIS ONLY A MATTER OF
TIME UNTIL YOUR LITTLE
BARRIER COLLAPSES--
ALREADY WE FEEL IT
BEGINNING TO STRAIN
AND BUCKLE UNDER

IT'S INEVITABLE
SOLIPS--SOON, WE
WILL ARRIVE AT YOUR
PLANET--AND MY
HOSTILE TAKEOVER WILL 0 Meine wl TH
BE SUPPEN AND

YOUR PEOPLE- -
COMPLETE. TO FORM ONE

BEING- -ONE RACE.
YOUR CONSCIOUSNESS
WILL BEND TO 0URS--

TOGETHER WE WILL

EXIST IN GLORIOUS JS

UNITY. S

<sS

ce

YW

77 e
tS EEE ch Oe Vy
‘ ‘EEX L
9 &
Cc ay fC vy YU ‘of

t

THERE IS
NOTHING
YOU CAN BO

. “4 sph et
a (QSMARE AEE",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0752_panel_1.jpg",fear,"RUS LIVINGSTON. TI
WONPER WHAT KIND
JF PERSON YOU WERE.
I HOPE YOU'RE POING
OKAY BACK ON MY
HOME WORLD.

   
     
  
    
     
   
   
   
   
   
   

I DON’T
EVEN KNOW
WHAT THAT
MEANS.

 
     

WHAT HAVE
I DONE? I SHOULD
HAVE NEVER LEFT YOU
THERE--SWITCHING
PLACES WITH YOU. T
HAVE GOTTEN YOU
FIRED FROM NASA AND
NOW THEY TELL Me",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0538_panel_6.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0582_panel_0.jpg",neutral,Zi <<,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0886_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1003_panel_0.jpg",surprise,"HEY, KIDDO. WY HELLO, BROTHER.
HOW You A J’MWELL. I TRUST |
‘BEEN? 4 YOU ARE WELL?

—

        

 

mod",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0221_panel_2.jpg",neutral,"I

e
ee
ee) LL

Wey

   
 

[",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0176_panel_5.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0045_panel_4.jpg",neutral,"I DON’T THINK YOU REALIZE
HOW IMPORTANT OUR WORK
HERE IS. WE BAPLY NEED
THOSE EXTRA PROCESSORS.
THAT SHIPMENT IS ALREADY
IN STOCK BY NOW, ANP
THEY WON’T BE RECEIVING
ANOTHER FOR NEARLY
A MONTH.

       
    
 
  

      

  
    

EE]",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0079_panel_5.jpg",neutral,"I JUST NEVER KNOW WHAT TO THINK... THERE’S
NO WAY OF TELLING HOW LONG HE’LL BE GONE.
DO YOU REMEMBER WHEN YOU WERE LITTLE...
AND He WAS GONE FOR ALMOST SIX
MONTHS? HE MISSED YOUR
BIRTHDAY THAT
YEAR.

 

(IT’S
GOING TO
BE OKAY, MOM.
DON’T WORRY
ABOUT PAP.
HE’LL BE
BACK...",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0999_panel_0.jpg",neutral,"Ss _ © an eae ; ""'"" — i mm
N UPSTATE UNIVERSITY. P ie ss

THE DORM ROOM OF ; ela a
inti ce 7 act mT ue Tm
| tt e im",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0899_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0263_panel_2.jpg",neutral,"SON,

YOU DON’T
UNDERSTANP

INTERFERE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0423_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1067_panel_1.jpg",neutral,"SO HE TOOK IT WELL?
THAT'S GREAT. HE
SOUNDS LIKE SUCH

A NICE BOY. I CAN’T

WAIT TO MEET

HIM,

}

 
  
  
   
    

HE IS, HE’S SO NICE.
HE SAYS HE’S JUST
HAPPY THAT I’M
HAPPY. IT WAS
VERY SWEET.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0509_panel_3.jpg",neutral,". FOK NOW, WL - Y
STICK TO THIS LOCATION LIKE
GLUE. I DON’T WANT TO TIP

OUR HAND UNTIL WE KNOW ,
WHAT THEY’RE 4

ALERT ME ,
IMMEDIATELY
IF THERE ARE ANY
DEVELOPMENTS.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0899_panel_3.jpg",neutral,"THAT--
MANIAC! TL |
HE FRIES FOR
HE’S DONE--k
THOSE OTHER PF
HE'S INSANE--
A MONSTE

BE GLAD
IvIP. ABROKE
JAW IS ENOUGH
FOR HIM Now.
DON’T WORRY,
MARK--HE’LL
GET WHAT HE

: . PESERVES.

~~ rd",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0879_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0739_panel_4.jpg",surprise,"YEAH, HE
‘PORTED OVER
WHILE YOU
WERE WITH YOUR
GIRLFRIEND.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0125_panel_0.jpg",neutral,"IS WILLIAM
SUPPOSED",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0184_panel_5.jpg",anger,"UNLESS YOUR
TAILORING SKILLS MAKE
YOU INVULNEKABLE,
I’ve GOT TO GET",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0040_panel_4.jpg",anger,"GOT THAT
. RIGHT!",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0126_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0023_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0581_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0213_panel_0.jpg",neutral,"D HAVE EVEN DEEN re Ne
eth Aah TO Z—_|\ ALLOWED To TO ANNOUNCE OUR i
WASTE MY TIME. LINE UP FOR THE Ss J
N
y

 
 
 
 

YOU KNOW WHO NEW GUARDIAN’S
mony OF YoUwHo YOU ARE. OF THE GLOBE.

HAP CONFLICTING
POWERS THAT WOULD
HAVE MADE YOUR
INCLUSION ON THE TEAM |
REPUNDANT... AND
WHILE YOU WERE
QUALIFIED WE WENT
WITH SOMEONE WITH
MORE EXPERIENCE
bh WHO HAD SIMILAR
. POWERS.

   

 

 
   
    
 
   
   
   
   
   

a)
ee",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0674_panel_4.jpg",neutral,"I'M JUST...
STUNNED. THIS

IS JUST...
UNBELIEVABLE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0368_panel_6.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0482_panel_1.jpg",anger,"$0 FAK SO GOOV. ITS
ONLY BEEN ONE DAY BUT
MY CLASSES SEEM OKAY--
NOTHING TOO TERRIBLY
DIFFICULT AND I‘/M STARTING
TO GET MY BEARINGS ON
THE CAMPUS, SO THINGS
ARE GOOD.

IT’S GOING
TO SUCK WHEN

if DRIVE. WOULDN’T
BE SUCH A BIG",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p1032_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0232_panel_1.jpg",surprise,"L GOTTA SAY, MAN...
I’M AMAZED AT HOW
YOU GET THESE
THINGS OUT ON A
MONTHLY BASIS. IT
SEEMS LIKE SO MUCH
WORK TO PO IN SUCH

A SHORT AMOUNT
OF TIME... AND
YOU'RE NEVER
LATE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0188_panel_6.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0659_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0979_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0844_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0528_panel_2.jpg",neutral,". AND
I SAID, “IT
SMELLS LIKE
WE'RE STILL
SHOOTING
MONKEYS INTO
SPACE INSIDE
iT!”",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0951_panel_0.jpg",neutral,", eS —

A ee!
er Sr)
a i re

 

BULLETPROOF

HAS REVEALED
THEIR VULNERABILITY. ¥
lF-F THESE CKEATURES §",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0739_panel_7.jpg",fear,"YEAH--I GOT TO SPEND
TIME WITH HIM ON THE
PLANET A LITTLE BIT,
BUT I WAS WITH HIM
IN THE SHIP FOR SIX
PAYS ON THE WAY
HERE.

    

C
Be",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0824_panel_9.jpg",neutral,"OLIVEK.
HE’S GOING
TO BE NAMED
OLIVER.

THAT
WAS MY
FATHER’S
NAME.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0126_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0817_panel_4.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0401_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0275_panel_2.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0320_panel_2.jpg",neutral,"-FERENCE TO HIS NAME, HIS Jd
NY LOCATIONS... NOTHING WAS
SPECIFICALLY MENTIONED.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0167_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0232_panel_7.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0579_panel_0.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0349_panel_3.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0451_panel_0.jpg",neutral,"S50, WHAT DO YOU PLAN
TO DO AFTER THISZ YOU
COULP MAKE MONEY
WORKING FOR THE
GUARDIANS OF
THE GLOBE.",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0519_panel_1.jpg",neutral,,auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0131_panel_4.jpg",neutral,"--t LL SHOW
YOU THE REST
FACILITY.

   

ss os
SEN Oe
NA \ tein JL”
A nN / Jk es
Sey mL, af A

 

ROSS Sry
RSE VU

Se

a",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0514_panel_7.jpg",neutral,"any

ea

ry
|",auto_ocr_sentiment,train
"Invincible, Vol. 1.pdf_p0460_panel_0.jpg",neutral,wy Te pein DT,auto_ocr_sentiment,train
